symbol,date,open,high,low,close,adjusted_close,volume
MSFT,2024-10-31,415.36,416.16,406.3,406.35,401.6518,53970980
NVDA,2024-10-31,137.6,137.61,132.1106,132.76,132.7074,270039625
SPY,2024-10-31,575.56,575.63,568.44,568.64,558.6206,60182500
AAPL,2024-11-01,220.97,225.35,220.27,222.91,221.4553,65276700
MSFT,2024-11-01,409.01,415.5,407.5,410.37,405.6254,24230439
NVDA,2024-11-01,134.7,137.31,134.57,135.4,135.3463,207127812
SPY,2024-11-01,571.32,575.55,570.62,571.04,560.9783,45667500
AAPL,2024-11-04,220.99,222.79,219.71,222.01,220.5611,44944500
MSFT,2024-11-04,409.8,410.415,405.5713,408.46,403.7374,19672289
NVDA,2024-11-04,137.21,138.96,135.57,136.05,135.9961,187528188
SPY,2024-11-04,571.18,572.5,567.89,569.81,559.77,38217000
AAPL,2024-11-05,221.8,223.95,221.14,223.45,221.9918,28111300
MSFT,2024-11-05,408.37,414.9,408.08,411.46,406.7028,17626010
NVDA,2024-11-05,137.45,140.3701,137.33,139.91,139.8545,160537406
SPY,2024-11-05,570.74,576.74,570.52,576.7,566.5386,39478300
AAPL,2024-11-06,222.61,226.07,221.19,222.72,221.2665,54561100
MSFT,2024-11-06,412.42,420.45,410.52,420.18,415.3219,26681840
NVDA,2024-11-06,142.96,146.49,141.96,145.61,145.5523,242043906
SPY,2024-11-06,589.2,591.93,585.39,591.04,580.6259,68182000
AAPL,2024-11-07,224.63,227.88,224.57,227.48,225.9955,42137700
MSFT,2024-11-07,421.28,426.85,419.88,425.43,420.5112,19901779
NVDA,2024-11-07,146.39,148.93,146.17,148.88,148.821,207323297
SPY,2024-11-07,593.08,596.65,593.0,595.61,585.1154,47233200
AAPL,2024-11-08,227.17,228.66,226.41,226.96,225.7269,38328800
MSFT,2024-11-08,425.32,426.5,421.78,422.54,417.6546,16891410
NVDA,2024-11-08,148.77,149.77,146.26,147.63,147.5715,175665797
SPY,2024-11-08,596.17,599.64,596.17,598.19,587.6499,46444900
AAPL,2024-11-11,225.0,225.7,221.5,224.23,223.0118,42005600
MSFT,2024-11-11,422.515,424.81,416.0,418.01,413.177,24503320
NVDA,2024-11-11,148.68,148.85,143.57,145.26,145.2024,182325594
SPY,2024-11-11,599.81,600.17,597.0,598.76,588.2099,37586800
AAPL,2024-11-12,224.55,225.59,223.36,224.23,223.0118,40398300
MSFT,2024-11-12,418.25,424.44,417.2,423.03,418.139,19401199
NVDA,2024-11-12,146.78,149.65,146.01,148.29,148.2312,198634703
SPY,2024-11-12,598.68,599.29,594.37,596.9,586.3826,43006100
AAPL,2024-11-13,224.01,226.65,222.76,225.12,223.8969,48566200
MSFT,2024-11-13,421.64,429.325,418.21,425.2,420.2839,21502189
NVDA,2024-11-13,149.07,149.33,145.9,146.27,146.212,191903297
SPY,2024-11-13,597.37,599.23,594.96,597.19,586.6675,47388600
AAPL,2024-11-14,225.02,228.87,225.0,228.22,226.9801,44923900
MSFT,2024-11-14,425.0,428.17,420.0,426.89,421.9544,30246881
NVDA,2024-11-14,147.64,149.0,145.55,146.76,146.7018,194463297
SPY,2024-11-14,597.32,597.81,592.65,593.35,582.8952,38904100
AAPL,2024-11-15,226.4,226.92,224.27,225.0,223.7776,47923700
MSFT,2024-11-15,419.82,422.8,413.64,415.0,410.2018,28247641
NVDA,2024-11-15,144.87,145.24,140.08,141.98,141.9237,250132891
SPY,2024-11-15,589.72,590.2,583.86,585.75,575.4291,75988800
AAPL,2024-11-18,225.25,229.74,225.17,228.02,226.7812,44633700
MSFT,2024-11-18,414.87,418.4037,412.1,415.76,410.953,24742010
NVDA,2024-11-18,139.5,141.55,137.15,140.15,140.0944,221866000
SPY,2024-11-18,586.22,589.49,585.34,588.15,577.7868,37001700
AAPL,2024-11-19,226.98,230.16,226.66,228.28,227.0397,36211800
MSFT,2024-11-19,413.11,417.94,411.55,417.79,412.9596,18133529
NVDA,2024-11-19,141.32,147.13,140.99,147.01,146.9517,227834891
SPY,2024-11-19,584.71,591.04,584.03,590.3,579.8989,49412000
AAPL,2024-11-20,228.06,229.93,225.89,229.0,227.7558,35169600
MSFT,2024-11-20,416.87,417.29,410.58,415.49,410.6862,19191660
NVDA,2024-11-20,147.41,147.56,142.73,145.89,145.8322,309871719
SPY,2024-11-20,590.38,590.79,584.63,590.5,580.0954,50032600
AAPL,2024-11-21,228.88,230.16,225.71,228.52,227.2784,42108300
MSFT,2024-11-21,419.5,419.78,410.2887,412.87,408.9133,20780160
NVDA,2024-11-21,149.35,152.89,140.7,146.67,146.6119,400946594
SPY,2024-11-21,593.4,595.12,587.45,593.67,583.2096,46750300
AAPL,2024-11-22,228.06,230.72,228.06,229.87,228.6211,38168300
MSFT,2024-11-22,411.365,417.4,411.06,417.0,413.0037,24814631
NVDA,2024-11-22,145.93,147.16,141.1,141.95,141.8937,236406203
SPY,2024-11-22,593.66,596.15,593.15,595.51,585.0171,38226400
AAPL,2024-11-25,231.46,233.25,229.74,232.87,231.6048,90152800
MSFT,2024-11-25,418.38,421.08,414.85,418.79,414.7766,27691090
NVDA,2024-11-25,141.99,142.05,135.82,136.02,135.9661,344941875
SPY,2024-11-25,599.52,600.86,595.2,597.53,587.0015,42441400
AAPL,2024-11-26,233.33,235.57,233.33,235.06,233.7829,45986200
MSFT,2024-11-26,419.585,429.0414,418.85,427.99,423.8884,23458891
NVDA,2024-11-26,137.7,139.3,135.67,136.92,136.8657,190287703
SPY,2024-11-26,598.8,601.33,598.07,600.65,590.0666,45621300
AAPL,2024-11-27,234.47,235.69,233.81,234.93,233.6536,33498400
MSFT,2024-11-27,425.105,427.2299,422.02,422.99,418.9363,18332439
NVDA,2024-11-27,135.01,137.22,131.8,135.34,135.2863,226370891
SPY,2024-11-27,600.46,600.85,597.28,598.83,588.2786,34000200
AAPL,2024-11-29,234.81,237.81,233.97,237.33,236.0406,28481400
MSFT,2024-11-29,420.09,424.8849,417.8,423.46,419.4018,16271920
NVDA,2024-11-29,136.78,139.35,136.05,138.25,138.1952,141863203
SPY,2024-11-29,599.66,603.35,599.38,602.55,591.9331,30177400
AAPL,2024-12-02,237.27,240.79,237.16,239.59,238.2883,48137100
MSFT,2024-12-02,421.57,433.0,421.31,430.98,426.8498,20207221
NVDA,2024-12-02,138.83,140.45,137.825,138.63,138.575,171682797
SPY,2024-12-02,602.97,604.32,602.47,603.63,592.9941,31746000
AAPL,2024-12-03,239.81,242.76,238.9,242.65,241.3317,38861000
MSFT,2024-12-03,429.84,432.47,427.74,431.2,427.0677,18301990
NVDA,2024-12-03,138.26,140.54,137.95,140.26,140.2044,164414000
SPY,2024-12-03,603.39,604.16,602.34,603.91,593.2691,26906600
AAPL,2024-12-04,242.87,244.11,241.25,243.01,241.6897,44383900
MSFT,2024-12-04,433.03,439.67,432.63,437.42,433.228,26009430
NVDA,2024-12-04,141.995,145.79,140.29,145.14,145.0825,231224297
SPY,2024-12-04,605.63,607.91,604.95,607.66,596.953,42787600
AAPL,2024-12-05,243.99,244.54,242.13,243.04,241.7196,40033900
MSFT,2024-12-05,437.92,444.66,436.171,442.62,438.3782,21697779
NVDA,2024-12-05,145.11,146.54,143.95,145.06,145.0125,172621203
SPY,2024-12-05,607.66,608.48,606.3,606.66,595.9707,28762200
AAPL,2024-12-06,242.91,244.63,242.08,242.84,241.5206,36870600
MSFT,2024-12-06,442.3,446.1,441.7703,443.57,439.3191,18821000
NVDA,2024-12-06,144.6,145.7,141.31,142.44,142.3933,188505594
SPY,2024-12-06,607.44,609.07,607.02,607.81,597.1004,31241500
AAPL,2024-12-09,241.83,247.24,241.75,246.75,245.4094,44649200
MSFT,2024-12-09,442.6,448.33,440.5,446.02,441.7456,19144391
NVDA,2024-12-09,138.97,139.95,137.13,138.81,138.7645,189308609
SPY,2024-12-09,607.69,607.86,604.08,604.68,594.0256,34742700
AAPL,2024-12-10,246.89,248.21,245.34,247.77,246.4239,36914800
MSFT,2024-12-10,444.39,449.62,441.6,443.33,439.0814,18469461
NVDA,2024-12-10,139.01,141.82,133.79,135.07,135.0258,210020891
SPY,2024-12-10,605.37,605.8,602.13,602.8,592.1787,37234500
AAPL,2024-12-11,247.96,250.8,246.26,246.49,245.1508,45205800
MSFT,2024-12-11,444.05,450.35,444.05,448.99,444.6872,19200211
NVDA,2024-12-11,137.36,140.17,135.21,139.31,139.2644,184905203
SPY,2024-12-11,605.78,608.43,605.5,607.46,596.7566,28677700
AAPL,2024-12-12,246.89,248.74,245.68,247.96,246.6128,32777500
MSFT,2024-12-12,449.11,456.1648,449.11,449.56,445.2517,20834779
NVDA,2024-12-12,137.08,138.44,135.8,137.34,137.295,159211391
SPY,2024-12-12,606.58,607.16,604.33,604.33,593.6817,31543800
AAPL,2024-12-13,247.82,249.29,246.24,248.13,246.7819,33155300
MSFT,2024-12-13,448.435,451.43,445.58,447.27,442.9836,20177830
NVDA,2024-12-13,138.94,139.6,132.54,134.25,134.206,231514891
SPY,2024-12-13,606.4,607.13,602.81,604.21,593.5638,35904700
AAPL,2024-12-16,247.99,251.38,247.65,251.04,249.6761,51694800
MSFT,2024-12-16,447.27,452.18,445.28,451.59,447.2622,23598830
NVDA,2024-12-16,134.18,134.4,130.42,132.0,131.9568,237951109
SPY,2024-12-16,606.0,607.78,605.21,606.79,596.0984,43695200
AAPL,2024-12-17,250.08,253.83,249.78,253.48,252.1028,51356400
MSFT,2024-12-17,451.01,455.29,449.57,454.46,450.1047,22733490
NVDA,2024-12-17,129.09,131.59,126.86,130.39,130.3473,259410297
SPY,2024-12-17,604.19,605.17,602.89,604.29,593.6424,55773500
AAPL,2024-12-18,252.16,254.28,247.74,248.05,246.7023,56774100
MSFT,2024-12-18,451.32,452.65,437.02,437.39,433.1983,24444551
NVDA,2024-12-18,133.86,136.7,128.28,128.91,128.8678,277444500
SPY,2024-12-18,603.98,606.41,585.89,586.28,575.9498,108248700
AAPL,2024-12-19,247.5,252.0,247.09,249.79,248.4329,60882300
MSFT,2024-12-19,441.62,443.1834,436.32,437.03,432.8418,22963680
NVDA,2024-12-19,131.76,134.03,129.55,130.68,130.6372,209719203
SPY,2024-12-19,591.36,593.0,585.85,586.1,575.7729,85919500
AAPL,2024-12-20,248.04,255.0,245.69,254.49,253.1073,147495300
MSFT,2024-12-20,433.11,443.74,428.63,436.6,432.4159,64263688
NVDA,2024-12-20,129.81,135.28,128.22,134.7,134.6559,306528594
SPY,2024-12-20,581.77,595.75,580.91,591.15,582.6881,125716700
AAPL,2024-12-23,254.77,255.65,253.45,255.27,253.8831,40858800
MSFT,2024-12-23,436.74,437.65,432.83,435.25,431.0788,19152520
NVDA,2024-12-23,136.28,139.79,135.1201,139.67,139.6242,176053500
SPY,2024-12-23,590.89,595.3,587.66,594.69,586.1774,57635800
AAPL,2024-12-24,255.49,258.21,255.29,258.2,256.7972,23234700
MSFT,2024-12-24,434.65,439.6,434.19,439.33,435.1197,7164543
NVDA,2024-12-24,140.0,141.9,138.65,140.22,140.1741,105157000
SPY,2024-12-24,596.06,601.34,595.47,601.3,592.6928,33160100
AAPL,2024-12-26,258.19,260.1,257.63,259.02,257.6127,27237100
MSFT,2024-12-26,439.08,440.94,436.63,438.11,433.9114,8199927
NVDA,2024-12-26,139.7,140.85,137.73,139.93,139.8842,116519102
SPY,2024-12-26,599.5,602.48,598.08,601.34,592.7322,41219100
AAPL,2024-12-27,257.83,258.7,253.06,255.59,254.2014,42355300
MSFT,2024-12-27,434.6,435.22,426.35,430.53,426.4041,18117711
NVDA,2024-12-27,138.55,139.02,134.71,137.01,136.9651,170582594
SPY,2024-12-27,597.54,597.78,590.76,595.01,586.4928,64969300
AAPL,2024-12-30,252.23,253.5,250.75,252.2,250.8298,35557500
MSFT,2024-12-30,426.06,427.55,421.9,424.83,420.7587,13158700
NVDA,2024-12-30,134.83,140.27,134.02,137.49,137.445,167734703
SPY,2024-12-30,587.89,591.74,584.41,588.22,579.8,56578800
AAPL,2024-12-31,252.44,253.28,249.43,250.42,249.0595,39480700
MSFT,2024-12-31,426.1,426.73,420.66,421.5,417.4606,13246510
NVDA,2024-12-31,138.03,138.07,133.83,134.29,134.246,155659203
SPY,2024-12-31,589.91,590.64,584.42,586.08,577.6906,57052700
AAPL,2025-01-02,248.93,249.1,241.82,243.85,242.5252,55740700
MSFT,2025-01-02,425.53,426.07,414.85,418.58,414.5686,16896471
NVDA,2025-01-02,136.0,138.88,134.63,138.31,138.2647,198247203
SPY,2025-01-02,589.39,591.13,580.5,584.64,576.2712,50204000
AAPL,2025-01-03,243.36,244.18,241.89,243.36,242.0378,40244100
MSFT,2025-01-03,421.08,424.03,419.54,423.35,419.2929,16662939
NVDA,2025-01-03,140.01,144.9,139.73,144.47,144.4227,229322500
SPY,2025-01-03,587.53,592.6,586.43,591.95,583.4766,37888500
AAPL,2025-01-06,244.31,247.33,243.2,245.0,243.6689,45045600
MSFT,2025-01-06,428.0,434.32,425.4774,427.85,423.7498,20573650
NVDA,2025-01-06,148.59,152.156,147.8201,149.43,149.3811,265377406
SPY,2025-01-06,596.27,599.7,593.6,595.36,586.8378,47679400
AAPL,2025-01-07,242.98,245.55,241.35,242.21,240.8941,40856000
MSFT,2025-01-07,429.0,430.65,420.8,422.37,418.3223,18139070
NVDA,2025-01-07,153.03,153.13,140.01,140.14,140.0941,351782219
SPY,2025-01-07,597.42,597.75,586.78,588.63,580.2041,60393100
AAPL,2025-01-08,241.92,243.71,240.05,242.7,241.3814,37628900
MSFT,2025-01-08,423.46,426.97,421.54,424.56,420.4913,15054580
NVDA,2025-01-08,142.58,143.95,137.56,140.11,140.0641,227349906
SPY,2025-01-08,588.7,590.58,585.2,589.49,581.0518,47304700
AAPL,2025-01-10,240.01,240.16,233.0,236.85,235.5632,61710900
MSFT,2025-01-10,424.63,424.71,415.02,418.95,414.935,20201131
NVDA,2025-01-10,137.45,139.92,134.22,135.91,135.8655,207602500
SPY,2025-01-10,585.88,585.95,578.55,580.49,572.1807,73105000
AAPL,2025-01-13,233.53,234.67,229.72,234.4,233.1265,49630700
MSFT,2025-01-13,415.235,418.5,412.29,417.19,413.1919,17604779
NVDA,2025-01-13,129.99,133.49,129.51,133.23,133.1864,204808891
SPY,2025-01-13,575.77,581.75,575.35,581.39,573.0678,47910100
AAPL,2025-01-14,234.75,236.12,232.47,233.28,232.0126,39435300
MSFT,2025-01-14,417.81,419.74,410.72,415.67,411.6865,16935859
NVDA,2025-01-14,136.05,136.38,130.05,131.76,131.7168,195590500
SPY,2025-01-14,584.36,585.0,578.35,582.19,573.8563,48420600
AAPL,2025-01-15,234.64,238.96,234.43,237.87,236.5776,39832000
MSFT,2025-01-15,419.13,428.15,418.265,426.31,422.2245,19637840
NVDA,2025-01-15,133.65,136.45,131.29,136.24,136.1954,185217297
SPY,2025-01-15,590.33,593.94,589.2,592.78,584.2947,56900200
AAPL,2025-01-16,237.35,238.01,228.03,228.26,227.0199,71759100
MSFT,2025-01-16,428.695,429.49,424.39,424.58,420.5111,15300020
NVDA,2025-01-16,138.64,138.75,133.49,133.57,133.5262,209235594
SPY,2025-01-16,594.17,594.35,590.93,591.64,583.171,43319700
AAPL,2025-01-17,232.12,232.29,228.48,229.98,228.7305,68488300
MSFT,2025-01-17,434.085,434.48,428.17,429.03,424.9184,26197510
NVDA,2025-01-17,136.69,138.5,135.4649,137.71,137.6649,201188797
SPY,2025-01-17,596.96,599.36,595.61,597.58,589.026,58070600
AAPL,2025-01-21,224.0,224.42,219.38,222.64,221.4304,98070400
MSFT,2025-01-21,430.2,430.8999,425.595,428.5,424.3935,26085699
NVDA,2025-01-21,139.16,141.83,137.09,140.83,140.7839,197748984
SPY,2025-01-21,600.67,603.06,598.67,603.05,594.4177,42532900
AAPL,2025-01-22,219.79,224.12,219.79,223.83,222.6139,64126500
MSFT,2025-01-22,437.56,447.27,436.0,446.2,441.9239,27803811
NVDA,2025-01-22,144.66,147.79,143.67,147.07,147.0218,237651391
SPY,2025-01-22,605.92,607.82,605.36,606.44,597.7592,48196000
AAPL,2025-01-23,224.74,227.03,222.3,223.66,222.4448,60234800
MSFT,2025-01-23,442.0,446.75,441.5048,446.71,442.429,18389270
NVDA,2025-01-23,145.05,147.23,143.72,147.22,147.1718,155915500
SPY,2025-01-23,605.8,609.75,605.52,609.75,601.0218,41152100
AAPL,2025-01-24,224.78,225.63,221.41,222.78,221.5696,54697900
MSFT,2025-01-24,445.16,446.65,441.4,444.06,439.8044,15549450
NVDA,2025-01-24,148.37,148.97,141.88,142.62,142.5733,234657594
SPY,2025-01-24,609.81,610.78,606.8,607.97,599.2673,34604700
AAPL,2025-01-27,224.02,232.15,223.98,229.86,228.6112,94863400
MSFT,2025-01-27,424.01,435.2,423.5,434.56,430.3955,35647809
NVDA,2025-01-27,124.8,128.4,116.7,118.42,118.3812,818830938
SPY,2025-01-27,594.81,599.69,594.64,599.37,590.7904,70361100
AAPL,2025-01-28,230.85,240.19,230.81,238.26,236.9655,75707600
MSFT,2025-01-28,434.6,448.38,431.38,447.2,442.9143,23491699
NVDA,2025-01-28,121.81,129.0,116.25,128.99,128.9477,579666438
SPY,2025-01-28,600.62,605.37,597.25,604.52,595.8667,44433300
AAPL,2025-01-29,234.12,239.86,234.01,239.36,238.0595,45486100
MSFT,2025-01-29,446.69,446.88,440.4,442.33,438.091,23581369
NVDA,2025-01-29,126.5,126.89,120.05,123.7,123.6595,467120594
SPY,2025-01-29,603.72,604.13,599.22,601.81,593.1955,37177400
AAPL,2025-01-30,238.67,240.79,237.21,237.59,236.2992,55658300
MSFT,2025-01-30,418.77,422.86,413.16,414.99,411.013,54586262
NVDA,2025-01-30,123.1,125.0,118.1,124.65,124.6092,392925500
SPY,2025-01-30,603.96,606.6,600.72,605.04,596.3792,39281300
AAPL,2025-01-31,247.19,247.19,233.44,236.0,234.7178,100959800
MSFT,2025-01-31,418.98,420.69,414.91,415.06,411.0823,34223391
NVDA,2025-01-31,123.78,127.85,119.19,120.07,120.0307,390372906
SPY,2025-01-31,607.5,609.96,601.05,601.82,593.2053,66566900
AAPL,2025-02-03,229.99,231.83,225.7,228.01,226.7712,73063300
MSFT,2025-02-03,411.6,415.41,408.66,410.92,406.982,25679150
NVDA,2025-02-03,114.75,118.57,113.01,116.66,116.6218,371235719
SPY,2025-02-03,592.67,600.29,590.49,597.77,589.2133,65857200
AAPL,2025-02-04,227.25,233.13,226.65,232.8,231.5352,45067300
MSFT,2025-02-04,412.685,413.9199,409.74,412.37,408.4181,20532100
NVDA,2025-02-04,116.96,121.2,116.7,118.65,118.6111,256550000
SPY,2025-02-04,597.83,602.3,597.28,601.78,593.1659,33457800
AAPL,2025-02-05,228.53,232.67,228.27,232.47,231.207,39620300
MSFT,2025-02-05,412.35,413.827,410.4,413.29,409.3293,16336190
NVDA,2025-02-05,121.76,125.0,120.76,124.83,124.7891,263110594
SPY,2025-02-05,600.64,604.37,598.58,604.22,595.571,30653100
AAPL,2025-02-06,231.29,233.8,230.43,233.22,231.9529,29925300
MSFT,2025-02-06,414.0,418.2,414.0,415.82,411.835,16309760
NVDA,2025-02-06,127.42,128.77,125.21,128.68,128.6378,251483594
SPY,2025-02-06,605.99,606.45,602.63,606.32,597.6409,35771500
AAPL,2025-02-07,232.6,234.0,227.26,227.63,226.3933,39707200
MSFT,2025-02-07,416.48,418.65,408.1,409.75,405.8232,22886840
NVDA,2025-02-07,129.22,130.37,125.0,129.84,129.7975,228186297
SPY,2025-02-07,606.89,608.13,600.05,600.77,592.1704,50788500
AAPL,2025-02-10,229.57,230.59,227.2,227.65,226.6621,33115600
MSFT,2025-02-10,413.71,415.4624,410.92,412.22,408.2695,20817920
NVDA,2025-02-10,130.09,135.0,129.96,133.57,133.5262,216989109
SPY,2025-02-10,604.03,605.5,602.74,604.85,596.192,26048700
AAPL,2025-02-11,228.2,235.23,228.13,232.62,231.6105,53718400
MSFT,2025-02-11,409.64,412.49,409.3,411.44,407.497,18140590
NVDA,2025-02-11,132.58,134.48,131.02,132.8,132.7565,178902406
SPY,2025-02-11,602.55,605.86,602.43,605.31,596.6454,30056700
AAPL,2025-02-12,231.2,236.96,230.68,236.87,235.8421,45243300
MSFT,2025-02-12,407.21,410.75,404.3673,409.04,405.12,19121730
NVDA,2025-02-12,130.02,132.24,129.08,131.14,131.097,160278594
SPY,2025-02-12,599.2,604.55,598.51,603.36,594.7233,45076100
AAPL,2025-02-13,236.91,242.34,235.57,241.53,240.4819,53614100
MSFT,2025-02-13,407.0,411.0,406.36,410.54,406.6056,23891730
NVDA,2025-02-13,131.555,136.5,131.17,135.29,135.2457,197430000
SPY,2025-02-13,604.48,609.94,603.2,609.73,601.0021,40921300
AAPL,2025-02-14,241.25,245.55,240.99,244.6,243.5386,40896200
MSFT,2025-02-14,407.79,408.91,405.88,408.43,404.5159,22758461
NVDA,2025-02-14,136.48,139.25,135.5,138.85,138.8045,195479594
SPY,2025-02-14,609.94,610.99,609.07,609.7,600.9725,26910400
AAPL,2025-02-18,244.15,245.18,241.84,244.47,243.4091,48822500
MSFT,2025-02-18,408.0,410.597,406.5,409.64,405.7143,21423051
NVDA,2025-02-18,141.27,143.44,137.925,139.4,139.3543,219176609
SPY,2025-02-18,610.88,611.49,608.38,611.49,602.7369,26749000
AAPL,2025-02-19,244.66,246.01,243.16,244.87,243.8074,32204200
MSFT,2025-02-19,407.88,415.49,407.65,414.77,410.7951,24114199
NVDA,2025-02-19,139.51,141.36,137.22,139.23,139.1844,167536000
SPY,2025-02-19,610.08,613.23,609.56,612.93,604.1563,31011100
AAPL,2025-02-20,244.94,246.78,244.29,245.83,244.7632,32316900
MSFT,2025-02-20,415.29,419.31,412.54,416.13,412.9685,23508730
NVDA,2025-02-20,140.03,140.66,136.7901,140.11,140.0641,143903594
SPY,2025-02-20,611.54,611.68,607.02,610.38,601.6428,36554000
AAPL,2025-02-21,245.95,248.69,245.22,245.55,244.4844,53197400
MSFT,2025-02-21,417.335,418.048,407.89,408.21,405.1086,27524801
NVDA,2025-02-21,140.04,141.46,134.03,134.43,134.386,228217594
SPY,2025-02-21,610.16,610.3,599.47,599.94,591.3522,76519800
AAPL,2025-02-24,244.93,248.86,244.42,247.1,246.0277,51326400
MSFT,2025-02-24,408.51,409.37,399.32,404.0,400.9306,26443660
NVDA,2025-02-24,136.56,138.59,130.08,130.28,130.2373,251381109
SPY,2025-02-24,602.02,603.03,596.49,597.21,588.6613,50737200
AAPL,2025-02-25,248.0,250.0,244.91,247.04,245.968,48013300
MSFT,2025-02-25,401.1,401.915,396.7,397.9,394.877,29387400
NVDA,2025-02-25,129.98,130.2,124.44,126.63,126.5885,271428719
SPY,2025-02-25,597.15,597.89,589.56,594.24,585.7338,58266500
AAPL,2025-02-26,244.33,244.98,239.13,240.36,239.317,44433600
MSFT,2025-02-26,398.01,403.6,394.245,399.73,396.6931,19618949
NVDA,2025-02-26,129.985,133.73,128.49,131.28,131.237,322553781
SPY,2025-02-26,595.93,599.58,591.86,594.54,586.0295,43321600
AAPL,2025-02-27,239.41,242.46,237.06,237.3,236.2702,41153600
MSFT,2025-02-27,401.265,405.74,392.17,392.53,389.5478,21127410
NVDA,2025-02-27,135.0,135.01,120.01,120.15,120.1106,443175812
SPY,2025-02-27,596.85,598.02,584.65,585.05,576.6754,74196700
AAPL,2025-02-28,236.95,242.09,230.2,241.84,240.7905,56833400
MSFT,2025-02-28,392.655,397.63,386.57,396.99,393.9739,32845660
NVDA,2025-02-28,118.02,125.09,116.4,124.92,124.8791,389091094
SPY,2025-02-28,585.56,594.72,582.44,594.18,585.6747,88744100
AAPL,2025-03-03,241.79,244.03,236.11,238.03,236.9971,47184000
MSFT,2025-03-03,398.82,398.82,386.155,388.49,385.5385,23007730
NVDA,2025-03-03,123.51,123.7,112.28,114.06,114.0226,411381406
SPY,2025-03-03,596.18,597.34,579.9,583.77,575.4137,74249200
AAPL,2025-03-04,237.71,240.07,234.68,235.93,234.9062,53798100
MSFT,2025-03-04,383.4,392.58,381.0,388.61,385.6576,29342920
NVDA,2025-03-04,110.645,119.31,110.11,115.99,115.952,398163281
SPY,2025-03-04,579.71,585.39,572.25,576.86,568.6026,109648200
AAPL,2025-03-05,235.42,236.55,229.23,235.74,234.717,47227600
MSFT,2025-03-05,389.34,401.67,388.81,401.02,397.9733,23433131
NVDA,2025-03-05,117.58,118.2781,114.51,117.3,117.2616,284337875
SPY,2025-03-05,576.69,584.88,573.08,583.06,574.7139,71230500
AAPL,2025-03-06,234.44,237.86,233.16,235.33,234.3088,45170400
MSFT,2025-03-06,394.28,402.15,392.6777,396.89,393.8746,23304631
NVDA,2025-03-06,113.53,115.35,110.22,110.57,110.5338,321181875
SPY,2025-03-06,575.48,580.17,570.12,572.71,564.512,80094900
AAPL,2025-03-07,235.11,241.37,234.76,239.07,238.0325,46273600
MSFT,2025-03-07,392.32,394.8,385.54,393.31,390.3218,22034090
NVDA,2025-03-07,111.25,113.48,107.56,112.69,112.6531,341755500
SPY,2025-03-07,570.9,577.39,565.63,575.92,567.6761,81158800
AAPL,2025-03-10,235.54,236.16,224.22,227.48,226.4928,72071200
MSFT,2025-03-10,385.84,386.4,377.22,380.16,377.2717,32840129
NVDA,2025-03-10,109.9,111.85,105.46,106.98,106.945,366487406
SPY,2025-03-10,567.59,569.54,555.59,560.58,552.5557,99326600
AAPL,2025-03-11,223.81,225.84,217.45,220.84,219.8817,76137400
MSFT,2025-03-11,379.0,386.0,376.91,380.45,377.5595,30380180
NVDA,2025-03-11,106.99,112.236,104.77,108.76,108.7244,354865688
SPY,2025-03-11,559.4,564.02,552.02,555.92,547.9624,88102100
AAPL,2025-03-12,220.14,221.75,214.91,216.98,216.0384,62547500
MSFT,2025-03-12,382.95,385.2165,378.9507,383.27,380.3581,24253570
NVDA,2025-03-12,114.12,116.76,112.88,115.74,115.7127,323857500
SPY,2025-03-12,562.17,563.11,553.69,558.87,550.8701,69588200
AAPL,2025-03-13,215.95,216.84,208.42,209.68,208.7701,61368300
MSFT,2025-03-13,383.155,385.32,377.45,378.77,375.8923,20473020
NVDA,2025-03-13,117.03,117.76,113.79,115.58,115.5528,299033094
SPY,2025-03-13,558.49,559.11,549.68,551.42,543.5268,74079400
AAPL,2025-03-14,211.25,213.95,209.58,213.49,212.5636,60107600
MSFT,2025-03-14,379.775,390.23,379.51,388.56,385.6079,19952850
NVDA,2025-03-14,118.61,121.88,118.15,121.67,121.6413,277593500
SPY,2025-03-14,556.11,563.83,551.49,562.81,554.7537,62660300
AAPL,2025-03-17,213.31,215.22,209.97,214.0,213.0713,48073400
MSFT,2025-03-17,386.7,392.705,385.57,388.7,385.7469,22474270
NVDA,2025-03-17,122.74,122.89,118.03,119.53,119.5018,255501500
SPY,2025-03-17,562.79,569.71,562.35,567.15,559.0316,49008700
AAPL,2025-03-18,214.16,215.15,211.49,212.69,211.767,42432400
MSFT,2025-03-18,387.07,387.37,381.1,383.52,380.6062,19486850
NVDA,2025-03-18,118.0,119.02,114.54,115.43,115.4028,299686906
SPY,2025-03-18,564.8,565.02,559.06,561.02,552.9894,66041400
AAPL,2025-03-19,214.22,218.76,213.75,215.24,214.306,54385400
MSFT,2025-03-19,385.525,389.68,384.0,387.82,384.8736,19185529
NVDA,2025-03-19,117.27,120.445,115.68,117.52,117.4923,273426219
SPY,2025-03-19,562.83,570.95,561.63,567.13,559.0119,66556000
AAPL,2025-03-20,213.99,217.49,212.22,214.1,213.1709,48862900
MSFT,2025-03-20,385.735,391.785,383.28,386.84,383.901,18470539
NVDA,2025-03-20,116.55,120.2,116.47,118.53,118.5021,248829703
SPY,2025-03-20,563.33,570.57,562.6,565.49,557.3954,62958200
AAPL,2025-03-21,211.56,218.84,211.28,218.27,217.3228,94127800
